row;miasto_excel;miasto_osm;ulica;konstrukcja;strona;lat;lng;typ_excel;typ_reklamap;wymiar;szer_m;wys_m;cena_mc;oswietlenie;link;maps;osm_display
128;Oświęcim;Oświęcim;Legionów;III;1;50.0314444;19.2103333;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/legionow-iii-1/;https://maps.app.goo.gl/Lt4eneT5SxQbVf8H9;Legionów, Zasole, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
129;Oświęcim;Oświęcim;Legionów;III;2;50.0314444;19.2103333;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/legionow-iii-2/;https://maps.app.goo.gl/Lt4eneT5SxQbVf8H9;Legionów, Zasole, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
130;Oświęcim;Oświęcim;Legionów;IV;1;50.0381111;19.2117778;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/legionow-iv-1/;https://maps.app.goo.gl/p8zVYjBjBfbtAw7A6;Legionów, Zasole, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
131;Oświęcim;Oświęcim;Legionów;II;2;50.031621;19.210357;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/legionow-ii-2/;https://maps.app.goo.gl/N8j7cDoRVQcd3svKA;Legionów, Zasole, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
132;Oświęcim;Oświęcim;Aleja Tysiąclecia;;;50.036067;19.232063;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/nojego-tysiaclecia/;https://maps.app.goo.gl/moxWArHxEbW2U4XD6;Aleja Tysiąclecia, Osiedle Chemików, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
133;Oświęcim;Oświęcim;Józefa Nojego;;;50.038092;19.232636;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/nojego/;https://maps.app.goo.gl/hcD4gGTTB3tLPQEY7;Józefa Nojego, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
134;Oświęcim;Oświęcim;Józefa Nojego;I;2;50.038092;19.232636;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/nojego-i-2/;https://maps.app.goo.gl/hcD4gGTTB3tLPQEY7;Józefa Nojego, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
135;Oświęcim;Oświęcim;Legionów;IV;2;50.0381111;19.2117778;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/legionow-iv-2/;https://maps.app.goo.gl/a47GAQLSnrH4HYg59;Legionów, Zasole, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
136;Oświęcim;Oświęcim;Stanisława Konarskiego;;2;50.046508;19.208553;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/slaska-i-2-2/;https://maps.app.goo.gl/gWhVLV5toctwgVuY7;Stanisława Konarskiego, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
137;Oświęcim;Oświęcim;Stanisława Konarskiego;II;1;50.046508;19.208553;billboard;billboard;504 x 238 cm;5.04;2.38;1100;tak;https://brokersmedia.pl/billboard/slaska-ii-1/;https://maps.app.goo.gl/gWhVLV5toctwgVuY7;Stanisława Konarskiego, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
138;Oświęcim;Oświęcim;Stanisława Konarskiego;II;2;50.046508;19.208553;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/slaska-ii-2/;https://maps.app.goo.gl/gWhVLV5toctwgVuY7;Stanisława Konarskiego, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
139;Oświęcim;Oświęcim;Stanisława Konarskiego;I;1;50.046508;19.208553;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/slaska-i-1/;https://maps.app.goo.gl/gWhVLV5toctwgVuY7;Stanisława Konarskiego, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
140;Oświęcim;Oświęcim;Stanisława Konarskiego;III;2;50.046508;19.208553;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/slaska-iii-2/;https://maps.app.goo.gl/gWhVLV5toctwgVuY7;Stanisława Konarskiego, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
141;Oświęcim;Oświęcim;Stanisława Konarskiego;IV;1;50.046508;19.208553;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/slaska-iv-1/;https://maps.app.goo.gl/gWhVLV5toctwgVuY7;Stanisława Konarskiego, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
142;Oświęcim;Oświęcim;Stanisława Konarskiego;IV;2;50.046508;19.208553;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/slaska-iv-2/;https://maps.app.goo.gl/gWhVLV5toctwgVuY7;Stanisława Konarskiego, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
143;Oświęcim;Oświęcim;Stanisława Konarskiego;III;1;50.046508;19.208553;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/slaska-iii-1/;https://maps.app.goo.gl/gWhVLV5toctwgVuY7;Stanisława Konarskiego, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
144;Oświęcim;Oświęcim;Wyzwolenia;I;;50.037278;19.194825;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/wyzwolenia-i/;https://maps.app.goo.gl/7AnRLQSjnxrndJjW7;Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
145;Oświęcim;Oświęcim;Wyzwolenia;I;2;50.037278;19.194825;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/wyzwolenia-i-2/;https://maps.app.goo.gl/7AnRLQSjnxrndJjW7;Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
146;Oświęcim;Oświęcim;Wyzwolenia;;;50.038363;19.196572;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/wyzwolenia-3x1/;https://maps.app.goo.gl/TnRsg82Cj6WQi2pi7;Wyzwolenia, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
147;Oświęcim;Oświęcim;Powstańców Śląskich;;;50.045938;19.207698;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/slaska-v/;https://maps.app.goo.gl/9mif1qT31E2bbj28A;Powstańców Śląskich, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
148;Oświęcim;Oświęcim;Wyzwolenia;IV;;50.038363;19.196572;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/wyzwolenia-iv/;https://maps.app.goo.gl/TnRsg82Cj6WQi2pi7;Wyzwolenia, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
149;Oświęcim;Oświęcim;Zaborska;II;;50.035506;19.228401;billboard;billboard;490 x 230 cm;4.9;2.3;900;nie;https://brokersmedia.pl/billboard/zaborska-ii/;https://maps.app.goo.gl/ZJBQRTeYgwADXNjAA;Zaborska, Stare Miasto, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
150;Oświęcim;Oświęcim;Zaborska;II;2;50.035506;19.228401;billboard;billboard;490 x 230 cm;4.9;2.3;900;nie;https://brokersmedia.pl/billboard/zaborska-ii-2/;https://maps.app.goo.gl/ZJBQRTeYgwADXNjAA;Zaborska, Stare Miasto, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
151;Oświęcim;Oświęcim;Wyzwolenia;III;;50.038363;19.196572;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/wyzwolenia-iii/;https://maps.app.goo.gl/TnRsg82Cj6WQi2pi7;Wyzwolenia, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
152;Oświęcim;Oświęcim;Zatorska;I;2;50.024243;19.231315;billboard;billboard;600 x 300 cm;6.0;3.0;1250;nie;https://brokersmedia.pl/billboard/zatorska-i-2/;https://maps.app.goo.gl/ktGH4HYkQ4ux2xUs9;Zatorska, Paździory, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
153;Oświęcim;Oświęcim;Zatorska;III;1;50.024243;19.231315;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/zatorska-iii-1/;https://maps.app.goo.gl/ktGH4HYkQ4ux2xUs9;Zatorska, Paździory, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
154;Oświęcim;Oświęcim;Zatorska;III;2;50.024243;19.231315;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/zatorska-iii-2/;https://maps.app.goo.gl/ktGH4HYkQ4ux2xUs9;Zatorska, Paździory, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
155;Oświęcim;Oświęcim;Zatorska;II;2;50.024243;19.231315;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/zatorska-ii-2/;https://maps.app.goo.gl/ktGH4HYkQ4ux2xUs9;Zatorska, Paździory, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
156;Trzebinia;Trzebinia;Tadeusza Kościuszki;II;1;50.1566111;19.458;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/kosciuszki-ii-1/;https://maps.app.goo.gl/9E73BYpCiJUAVVs46;Tadeusza Kościuszki, Pukawka, Bereska, Trzebinia, gmina Trzebinia, powiat chrzanowski, województwo małopolskie, 32-540, Polska
157;Trzebinia;Trzebinia;Tadeusza Kościuszki;II;2;50.1566111;19.458;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/kosciuszki-ii-2/;https://maps.app.goo.gl/9E73BYpCiJUAVVs46;Tadeusza Kościuszki, Pukawka, Bereska, Trzebinia, gmina Trzebinia, powiat chrzanowski, województwo małopolskie, 32-540, Polska
158;Tychy;Tychy;Towarowa;I;1;50.0971111;19.0111667;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/gemini-i-1/;https://maps.app.goo.gl/oCoxnSLnRrXZmpWM6;Towarowa, Cielmice, Tychy, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 43-100, Polska
159;Tychy;Tychy;Towarowa;I;2;50.0971111;19.0111667;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/gemini-i-2/;https://maps.app.goo.gl/oCoxnSLnRrXZmpWM6;Towarowa, Cielmice, Tychy, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 43-100, Polska
160;Tychy;Tychy;Mikołowska;I;1;50.1426389;18.9629444;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/mikolowska-i-1/;https://maps.app.goo.gl/EWTRuh6xCVtixiTZ6;Mikołowska, Wilkowyje, Tychy, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 43-100, Polska
161;Tychy;Tychy;Mikołowska;I;2;50.1426389;18.9629444;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/mikolowska-i-2/;https://maps.app.goo.gl/EWTRuh6xCVtixiTZ6;Mikołowska, Wilkowyje, Tychy, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 43-100, Polska
162;Tychy;Tychy;Oswiecimska;I;1;50.1080833;19.0521111;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/oswiecimska-i-1/;https://maps.app.goo.gl/sb3enuWSu1xx9i8a9;Jaroszowice, Tychy, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 43-100, Polska
163;Tychy;Tychy;Oswiecimska I 2;;3;50.1080833;19.0521111;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/oswiecimska-i-2-3/;https://maps.app.goo.gl/sb3enuWSu1xx9i8a9;Jaroszowice, Tychy, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 43-100, Polska
164;Tychy;Tychy;Towarowa;;;50.0996389;19.01175;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/towarowa-gemini-park/;https://maps.app.goo.gl/7B3RXEd2CnCSrGyQ9;Towarowa, Cielmice, Tychy, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 43-100, Polska
165;Tychy;Tychy;Towarowa;I;2;50.0996389;19.01175;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/towarowa-i-2/;https://maps.app.goo.gl/7B3RXEd2CnCSrGyQ9;Towarowa, Cielmice, Tychy, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 43-100, Polska
166;Wadowice;Wadowice;Marszałka Józefa Piłsudskiego;I;1;49.886974;19.498862;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;950;nie;https://brokersmedia.pl/billboard/pilsudskiego-i-1/;https://maps.app.goo.gl/NYnsZipzTfsCvuLf6;Marszałka Józefa Piłsudskiego, Osiedle XX-lecia Konstytucji RP, Wadowice, gmina Wadowice, powiat wadowicki, województwo małopolskie, 34-100, Polska
167;Wadowice;Wadowice;Marszałka Józefa Piłsudskiego;I;2;49.886974;19.498862;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;950;nie;https://brokersmedia.pl/billboard/pilsudskiego-i-2/;https://maps.app.goo.gl/NYnsZipzTfsCvuLf6;Marszałka Józefa Piłsudskiego, Osiedle XX-lecia Konstytucji RP, Wadowice, gmina Wadowice, powiat wadowicki, województwo małopolskie, 34-100, Polska
168;Wadowice;Wadowice;Marszałka Józefa Piłsudskiego;II;;49.883476;19.502546;billboard;billboard;600 x 300 cm;6.0;3.0;1200;tak;https://brokersmedia.pl/billboard/pilsudskiego-ii/;https://maps.app.goo.gl/8WWeqUtGLqq4trbu8;Marszałka Józefa Piłsudskiego, Osiedle XX-lecia Konstytucji RP, Wadowice, gmina Wadowice, powiat wadowicki, województwo małopolskie, 34-100, Polska
169;Wadowice;Wadowice;Marszałka Józefa Piłsudskiego;II;2;49.883476;19.502546;billboard;billboard;600 x 300 cm;6.0;3.0;1000;nie;https://brokersmedia.pl/billboard/pilsudskiego-ii-2/;https://maps.app.goo.gl/8WWeqUtGLqq4trbu8;Marszałka Józefa Piłsudskiego, Osiedle XX-lecia Konstytucji RP, Wadowice, gmina Wadowice, powiat wadowicki, województwo małopolskie, 34-100, Polska
170;Wadowice;Klecza Dolna;Przy Młynie;;;49.883334;19.525748;billboard;billboard;600 x 300 cm;6.0;3.0;1000;tak;https://brokersmedia.pl/billboard/walowa/;https://maps.app.goo.gl/DmaJtSuJdp8uod5b6;Przy Młynie, Rogatka, Klecza Dolna, gmina Wadowice, powiat wadowicki, województwo małopolskie, 34-100, Polska
171;Wadowice;Klecza Dolna;Przy Młynie;II;1;49.883276;19.525539;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;600;nie;https://brokersmedia.pl/billboard/walowa-ii-1/;https://maps.app.goo.gl/VpYS1etGJE8yjPNZ6;Przy Młynie, Rogatka, Klecza Dolna, gmina Wadowice, powiat wadowicki, województwo małopolskie, 34-100, Polska
172;Wadowice;Klecza Dolna;Przy Młynie;II;2;49.883276;19.525539;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;600;nie;https://brokersmedia.pl/billboard/walowa-ii-2/;https://maps.app.goo.gl/VpYS1etGJE8yjPNZ6;Przy Młynie, Rogatka, Klecza Dolna, gmina Wadowice, powiat wadowicki, województwo małopolskie, 34-100, Polska
173;Wieprz;Wieprz;Beskidzka;II;2;49.8708333;19.3416389;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/beskidzka-ii-2/;https://maps.app.goo.gl/AzJKsNbr47CKVpR27;Beskidzka, Przykaza, Wieprz, gmina Wieprz, powiat wadowicki, województwo małopolskie, 34-120, Polska
174;Wieprz;Wieprz;Beskidzka;;2;49.8708333;19.3416389;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/beskidzka-ii-2-2/;https://maps.app.goo.gl/AzJKsNbr47CKVpR27;Beskidzka, Przykaza, Wieprz, gmina Wieprz, powiat wadowicki, województwo małopolskie, 34-120, Polska
175;Zator;Zator;Chrzanowska;II;;49.998189;19.431675;billboard;billboard;504 x 238 cm;5.04;2.38;800;tak;https://brokersmedia.pl/billboard/aleja-1-maja-chrzanowska-ii/;https://maps.app.goo.gl/QGfW649JGw5aACUn7;Chrzanowska, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
176;Zator;Zator;Oświęcimska;I;;49.998185;19.431959;billboard;billboard;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/aleja-1-maja-chrzanowska-i/;https://maps.app.goo.gl/HZMfNnDRRiytJgqe8;Oświęcimska, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
177;Zator;Zator;Oświęcimska;II;2;49.998185;19.431959;billboard;billboard;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/aleja-1-maja-chrzanowska-ii-2/;https://maps.app.goo.gl/HZMfNnDRRiytJgqe8;Oświęcimska, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
178;Zator;Zator;Włodzimierza Puchalskiego;;;50.002727;19.404583;billboard;billboard;1200 x 300;12.0;3.0;2250;tak;https://brokersmedia.pl/billboard/aleja-1-maja-graniczna/;https://maps.app.goo.gl/pFUgJWCYe6AWrsPK6;Włodzimierza Puchalskiego, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-641, Polska
179;Zator;Zator;Oświęcimska;;;49.998131;19.431513;billboard;billboard;504 x 238 cm;5.04;2.38;800;tak;https://brokersmedia.pl/billboard/aleja-1-maja/;https://maps.app.goo.gl/QQ6KMVPqKhN7ZMjz6;Oświęcimska, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
180;Zator;Zator;Aleja 1 Maja;II;;49.998348;19.421556;reklama mobilna;mobile;490 x 230 cm;4.9;2.3;700;nie;https://brokersmedia.pl/billboard/aleja-1-maja-ii/;https://maps.app.goo.gl/NBxL5tSNjBRcUtQL9;Aleja 1 Maja, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
181;Zator;Zator;Aleja 1 Maja;II;2;49.998348;19.421556;reklama mobilna;mobile;490 x 230 cm;4.9;2.3;700;nie;https://brokersmedia.pl/billboard/aleja-1-maja-ii-2/;https://maps.app.goo.gl/NBxL5tSNjBRcUtQL9;Aleja 1 Maja, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
182;Zator;Zator;Aleja 1 Maja;III;;49.998044;19.421482;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-iii/;https://maps.app.goo.gl/eCPxpMLpRmtzrNVv9;Aleja 1 Maja, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
183;Zator;Zator;Aleja 1 Maja;IV;;49.998128;19.420489;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-iv/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
184;Zator;Zator;Aleja 1 Maja;IV;2;49.998128;19.420489;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-iv-2/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
185;Zator;Zator;Aleja 1 Maja V;;1;49.998128;19.420489;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-v-1/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
186;Zator;Zator;Aleja 1 Maja V;;2;49.998128;19.420489;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-v-2/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
187;Zator;Zator;Aleja 1 Maja;VI;1;49.998128;19.420489;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-vi-1/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
188;Zator;Zator;Aleja 1 Maja;VI;2;49.998128;19.420489;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-vi-2/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
189;Zator;Zator;Aleja 1 Maja;VII;1;49.998128;19.420489;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-vii-1/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
190;Zator;Zator;Aleja 1 Maja;VII;2;49.998128;19.420489;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/aleja-1-maja-vii-2/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
191;Zator;Zator;Aleja 1 Maja;VIII;1;49.998128;19.420489;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/aleja-1-maja-viii-1/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
192;Zator;Zator;Aleja 1 Maja;VIII;2;49.998128;19.420489;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/aleja-1-maja-viii-2/;https://maps.app.goo.gl/HezgLS7Ec5kUic1e8;Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
193;Zator;Zator;Chrzanowska;;;49.99822;19.431668;billboard;billboard;504 x 238 cm;5.04;2.38;900;tak;https://brokersmedia.pl/billboard/chrzanowska/;https://maps.app.goo.gl/s5QhQippZBzJatDs8;Chrzanowska, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
194;Zator;Zator;Chrzanowska;II;2;49.99822;19.431668;billboard;billboard;504 x 238 cm;5.04;2.38;900;tak;https://brokersmedia.pl/billboard/chrzanowska-ii-2/;https://maps.app.goo.gl/s5QhQippZBzJatDs8;Chrzanowska, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
195;Zator;Zator;Chrzanowska;III;2;50.001821;19.432806;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;600;nie;https://brokersmedia.pl/billboard/chrzanowska-iii-2/;https://maps.app.goo.gl/jVhJuacb3X5fCjkq5;Chrzanowska, Podlipki, Osiedle Podlipki, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
196;Zator;Zator;Władysława Grabskiego;I;1;49.996838;19.4206;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/grabskiego-i-1/;https://maps.app.goo.gl/ipGRqw1KGR6pD5Tc7;Władysława Grabskiego, Zatorska Strefa Aktywności Gospodarczej, Osiedle Bugaj, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
197;Zator;Zator;Władysława Grabskiego;I;2;49.996838;19.4206;billboard;billboard;504 x 238 cm;5.04;2.38;900;nie;https://brokersmedia.pl/billboard/grabskiego-i-2/;https://maps.app.goo.gl/ipGRqw1KGR6pD5Tc7;Władysława Grabskiego, Zatorska Strefa Aktywności Gospodarczej, Osiedle Bugaj, Zator, gmina Zator, powiat oświęcimski, województwo małopolskie, 32-640, Polska
198;Zator;Przeciszów;Krakowska;I;2;50.004876;19.395046;billboard;billboard;600 x 300 cm;6.0;3.0;1250;nie;https://brokersmedia.pl/billboard/krakowska-i-2/;https://maps.app.goo.gl/iaQdgQfvGMS1BiCe9;Zamłynie, Przeciszów, gmina Przeciszów, powiat oświęcimski, województwo małopolskie, 32-641, Polska
199;Zator;Przeciszów;Krakowska;II;2;50.004143;19.393928;billboard;billboard;490 x 230 cm;4.9;2.3;600;nie;https://brokersmedia.pl/billboard/krakowska-ii-2/;https://maps.app.goo.gl/2rzVRSwwr97iFa3x8;Krakowska, Zamłynie, Przeciszów, gmina Przeciszów, powiat oświęcimski, województwo małopolskie, 32-641, Polska
200;Zator;Przeciszów;Krakowska;;2;50.004143;19.393928;billboard;billboard;490 x 230 cm;4.9;2.3;600;nie;https://brokersmedia.pl/billboard/krakowska-ii-2-2/;https://maps.app.goo.gl/2rzVRSwwr97iFa3x8;Krakowska, Zamłynie, Przeciszów, gmina Przeciszów, powiat oświęcimski, województwo małopolskie, 32-641, Polska
201;Zator;Przeciszów;Krakowska;III;1;50.004143;19.393928;billboard;billboard;490 x 230 cm;4.9;2.3;600;nie;https://brokersmedia.pl/billboard/krakowska-iii-1/;https://maps.app.goo.gl/2rzVRSwwr97iFa3x8;Krakowska, Zamłynie, Przeciszów, gmina Przeciszów, powiat oświęcimski, województwo małopolskie, 32-641, Polska
202;Zator;Przeciszów;Krakowska;III;2;50.004143;19.393928;billboard;billboard;490 x 230 cm;4.9;2.3;600;nie;https://brokersmedia.pl/billboard/krakowska-iii-2/;https://maps.app.goo.gl/2rzVRSwwr97iFa3x8;Krakowska, Zamłynie, Przeciszów, gmina Przeciszów, powiat oświęcimski, województwo małopolskie, 32-641, Polska
