nr,typ_nosnika,miasto,adres,szerokosc_m,wysokosc_m,powierzchnia_m2,podswietlany,cena,jednostka_ceny,cena_netto,price_negotiable,email_kontaktowy,telefon,status,link_zdjecia,ma_zdjecie,url_zrodlo
159,billboard,Kłodzko,"Ul.Objazdowa, obok Agrolu",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/159_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/159/klodzko---ulobjazdowa-obok-agrolu
161,billboard,Paczków,Skrzyżowanie z drogą na Czechy,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/161_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/161/paczkow---skrzyzowanie-z-droga-na-czechy
162,billboard,Paczków,Skrzyżowanie z drogą na Czechy,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/162_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/162/paczkow---skrzyzowanie-z-droga-na-czechy
164_01,billboard,Kłodzko,Ul.Noworudzka,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/164_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/164_01/klodzko---ulnoworudzka
164_02,billboard,Kłodzko,Ul.Noworudzka,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/164_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/164_02/klodzko---ulnoworudzka
165,billboard,Kłodzko,Ul.Noworudzka,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/165_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/165/klodzko---ulnoworudzka
170,billboard,Kłodzko,Ul.Noworudzka,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/170_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/170/klodzko---ulnoworudzka
171,billboard,Kłodzko,"Boguszyn, wjazd do Kłodzka",12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/171_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/171/klodzko---boguszyn-wjazd-do-klodzka
173,billboard,Kłodzko,"Rondo przy Galerii Twierdza, ul.Objazdowa",10.24,2.38,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/173_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/173/klodzko---rondo-przy-galerii-twierdza-ulobjazdowa
174_01,billboard,Międzylesie,"Międzylesie, Wyjazd na Kłodzko, ul.Warszawska",5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/174_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/174_01/miedzylesie---miedzylesie-wyjazd-na-klodzko-ulwarszawska
175,billboard,Kłodzko,Ul.Noworudzka,6.17,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/175_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/175/klodzko---ulnoworudzka
176_01,billboard,Kłodzko,CH E.Leclerc,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/176_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/176_01/klodzko---ch-eleclerc
176_02,billboard,Kłodzko,CH E.Leclerc,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/176_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/176_02/klodzko---ch-eleclerc
181_01,billboard,Braszowice,poza terenem zabudowlanym,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/181_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/181_01/braszowice---poza-terenem-zabudowlanym
181_02,billboard,Braszowice,poza terenem zabudowlanym,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/181_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/181_02/braszowice---poza-terenem-zabudowlanym
190,billboard,Kłodzko,ul. Kościuszki,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/190_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/190/klodzko---ul-kosciuszki
191,billboard,Kłodzko,ul. Kościuszki,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/191_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/191/klodzko---ul-kosciuszki
192,billboard,Kłodzko,ul. Kościuszki,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/192_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/192/klodzko---ul-kosciuszki
193,billboard,Kłodzko,ul. Kościuszki,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/193_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/193/klodzko---ul-kosciuszki
194,billboard,Kłodzko,"Bierkowice, obok sklepu",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/194_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/194/klodzko---bierkowice-obok-sklepu
196_01,billboard,Kłodzko,Bierkowice,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/196_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/196_01/klodzko---bierkowice
198_01,billboard,Kłodzko,"Osiedle, ul.Wyszyńskiego",5.04,2.36,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/198_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/198_01/klodzko---osiedle-ulwyszynskiego
201_01,billboard,Ząbkowice Śląskie,Przy stacji Orlen,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/201_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/201_01/zabkowice-slaskie---przy-stacji-orlen
202_01,billboard,Ząbkowice Śląskie,Przy stacji Orlen,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/202_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/202_01/zabkowice-slaskie---przy-stacji-orlen
204_01,billboard,Szalejów Górny,Wyjazd w stronę Kłodzka,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/204_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/204_01/szalejow-gorny---wyjazd-w-strone-klodzka
204_02,billboard,Szalejów Górny,Wjazd od strony Kłodzka,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/204_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/204_02/szalejow-gorny---wjazd-od-strony-klodzka
205,billboard,Ząbkowice Śląskie,Przy stacji Orlen,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/205_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/205/zabkowice-slaskie---przy-stacji-orlen
206_01,billboard,Ząbkowice Śląskie,Przy stacji Orlen,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/206_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/206_01/zabkowice-slaskie---przy-stacji-orlen
207_01,billboard,Łagiewniki,,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/207_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/207_01/lagiewniki
208_01,billboard,Łagiewniki,,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/208_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/208_01/lagiewniki
209_01,billboard,Kłodzko,"Obwodnica Kłodzka, ul.Piłsudskiego",6.07,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/209_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/209_01/klodzko---obwodnica-klodzka-ulpilsudskiego
210_01,billboard,Kłodzko,"Obwodnica Kłodzka, ul.Piłsudskiego",6.05,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/210_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/210_01/klodzko---obwodnica-klodzka-ulpilsudskiego
211_01,billboard,Kłodzko,"Obwodnica Kłodzka, ul.Piłsudskiego",6.05,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/211_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/211_01/klodzko---obwodnica-klodzka-ulpilsudskiego
212_01,billboard,Kłodzko,"Obwodnica Kłodzka, ul.Piłsudskiego",6.07,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/212_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/212_01/klodzko---obwodnica-klodzka-ulpilsudskiego
213_01,billboard,Bardo,"Wyjazd na Kłodzko, ul.Kolejowa",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/213_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/213_01/bardo---wyjazd-na-klodzko-ulkolejowa
213_02,billboard,Bardo,"Wjazd od Kłodzka, ul.Kolejowa",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/213_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/213_02/bardo---wjazd-od-klodzka-ulkolejowa
214_01,billboard,Szalejów Górny,,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/214_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/214_01/szalejow-gorny
215_01,billboard,Ząbkowice Śląskie,,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/215_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/215_01/zabkowice-slaskie
215_02,billboard,Ząbkowice Śląskie,,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/215_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/215_02/zabkowice-slaskie
216_01,billboard,Ząbkowice Śląskie,Wjazd do centrum od strony Kłodzka,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/216_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/216_01/zabkowice-slaskie---wjazd-do-centrum-od-strony-klodzka
217_01,billboard,Ząbkowice Śląskie,"Wyjazd z centrum miasta, ul.Kłodzka",5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/217_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/217_01/zabkowice-slaskie---wyjazd-z-centrum-miasta-ulklodzka
218_01,billboard,Szalejów Górny,Zjazd na Polanicę Zdrój,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/218_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/218_01/szalejow-gorny---zjazd-na-polanice-zdroj
219_01,billboard,Szalejów Górny,Zjazd na Polanicę Zdrój,10.16,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/219_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/219_01/szalejow-gorny---zjazd-na-polanice-zdroj
220,billboard,Paczków,Droga krajowa nr 46,5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/220_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/220/paczkow---droga-krajowa-nr-46
221_01,billboard,Szalejów Górny,Wjazd do miasta od strony Kłodzka,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/221_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/221_01/szalejow-gorny---wjazd-do-miasta-od-strony-klodzka
222,billboard,Ząbkowice Śląskie,"Centrum miasta, ul. Legnicka",5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/222_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/222/zabkowice-slaskie---centrum-miasta-ul-legnicka
223_01,billboard,Szczytna,Przy stacji paliw MOYA,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/223_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/223_01/szczytna---przy-stacji-paliw-moya
223_02,billboard,Szczytna,Przy stacji paliw MOYA,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/223_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/223_02/szczytna---przy-stacji-paliw-moya
224_01,billboard,Kudowa Zdrój,,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/224_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/224_01/kudowa-zdroj
225,billboard,Kłodzko,Przy Urzędzie Pocztowym,2.57,2.01,6,,270,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/225_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/225/klodzko---przy-urzedzie-pocztowym
226_01,billboard,Kłodzko,"Ul.Objazdowa, za Agrolem",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/226_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/226_01/klodzko---ulobjazdowa-za-agrolem
226_02,billboard,Kłodzko,"Ul.Objazdowa, przed Agrolem",6.02,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/226_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/226_02/klodzko---ulobjazdowa-przed-agrolem
228_01,billboard,Kłodzko,ul. Kościuszki,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/228_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/228_01/klodzko---ul-kosciuszki
229_01,billboard,Kłodzko,ul. Kościuszki,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/229_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/229_01/klodzko---ul-kosciuszki
232_01,billboard,Żelazno,"Trasa nr33, wyjazd na Kłodzko",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/232_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/232_01/zelazno---trasa-nr33-wyjazd-na-klodzko
233_01,billboard,Żelazno,"Trasa nr33, wyjazd na Kłodzko",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/233_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/233_01/zelazno---trasa-nr33-wyjazd-na-klodzko
236_01,billboard,Kłodzko,"Boguszyn, wjazd do Kłodzka",5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/236_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/236_01/klodzko---boguszyn-wjazd-do-klodzka
237_01,billboard,Kłodzko,"Boguszyn, wjazd do Kłodzka",5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/237_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/237_01/klodzko---boguszyn-wjazd-do-klodzka
239_01,billboard,Kłodzko,Boguszyn,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/239_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/239_01/klodzko---boguszyn
239_02,billboard,Kłodzko,"Boguszyn, za stacją ORLEN",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/239_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/239_02/klodzko---boguszyn-za-stacja-orlen
240_01,billboard,Żelazno,Pałac Żelazno,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/240_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/240_01/zelazno---palac-zelazno
240_02,billboard,Żelazno,Pałac Żelazno,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/240_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/240_02/zelazno---palac-zelazno
242_01,billboard,Szalejów Górny,TRASA NR 8,5.05,2.4,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/242_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/242_01/szalejow-gorny---trasa-nr-8
242_02,billboard,Szalejów Górny,TRASA NR 8,5.05,2.4,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/242_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/242_02/szalejow-gorny---trasa-nr-8
243_01,billboard,Kłodzko,"Boguszyn, wyjazd z Kłodzka",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/243_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/243_01/klodzko---boguszyn-wyjazd-z-klodzka
244_01,billboard,Kłodzko,Bierkowice,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/244_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/244_01/klodzko---bierkowice
245_01,billboard,Duszniki,TRASA NR 8,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/245_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/245_01/duszniki---trasa-nr-8
250_01,billboard,Kudowa Zdrój,TRASA NR 8,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/250_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/250_01/kudowa-zdroj---trasa-nr-8
251_01,billboard,Kudowa Zdrój,TRASA NR 8,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/251_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/251_01/kudowa-zdroj---trasa-nr-8
252,billboard,Kudowa Zdrój,Droga Krajowa nr 8,10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/252_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/252/kudowa-zdroj---droga-krajowa-nr-8
254_01,billboard,Kudowa Zdrój,TRASA NR 8,10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/254_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/254_01/kudowa-zdroj---trasa-nr-8
261_01,billboard,Szczytna,Przy wjeździe na Chopin Golf,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/261_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/261_01/szczytna---przy-wjezdzie-na-chopin-golf
262_01,billboard,Szczytna,Przy wjeździe na Chopin Golf,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/262_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/262_01/szczytna---przy-wjezdzie-na-chopin-golf
263_01,billboard,Szalejów Górny,Wyjazd w kierunku Kłodzka,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/263_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/263_01/szalejow-gorny---wyjazd-w-kierunku-klodzka
264_01,billboard,Kłodzko,"Obwodnica Kłodzka, przy Galerii Twierdza",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/264_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/264_01/klodzko---obwodnica-klodzka-przy-galerii-twierdza
265_01,billboard,Kłodzko,"Obwodnica Kłodzka, przy Galerii Twierdza",5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/265_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/265_01/klodzko---obwodnica-klodzka-przy-galerii-twierdza
266_01,billboard,Szalejów Górny,Wjazd od strony Kłodzka,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/266_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/266_01/szalejow-gorny---wjazd-od-strony-klodzka
269_01,billboard,Łagiewniki,Centrum miasta,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/269_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/269_01/lagiewniki---centrum-miasta
269_02,billboard,Łagiewniki,Przy skrzyżowaniu z Biedronką,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/269_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/269_02/lagiewniki---przy-skrzyzowaniu-z-biedronka
271_01,billboard,Kłodzko,"Obwodnica Kłodzka, przy Galerii Twierdza",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/271_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/271_01/klodzko---obwodnica-klodzka-przy-galerii-twierdza
271_02,billboard,Kłodzko,"Obwodnica Kłodzka, przy Galerii Twierdza",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/271_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/271_02/klodzko---obwodnica-klodzka-przy-galerii-twierdza
272_01,billboard,Ząbkowice,Wjazd do miasta przed stacją Orlen,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/272_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/272_01/zabkowice---wjazd-do-miasta-przed-stacja-orlen
273_01,billboard,Ząbkowice,Wjazd od strony Wrocławia,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/273_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/273_01/zabkowice---wjazd-od-strony-wroclawia
273_02,billboard,Ząbkowice,Wyjazd od strony Wrocławia,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/273_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/273_02/zabkowice---wyjazd-od-strony-wroclawia
276_01,billboard,Ziębice,ul. Wałowa,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/276_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/276_01/ziebice---ul-walowa
276_02,billboard,Ziębice,ul.Wałowa,5.0,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/276_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/276_02/ziebice---ulwalowa
277_01,billboard,Ziębice,ul. Wałowa,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/277_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/277_01/ziebice---ul-walowa
